ImageIndex,identification_method,phylum,class,order,family,genus,species,sex,lifestage,caption,media_descriptor,image_file,copyright_institution,photographer,source
ImgIndex_0555,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1411_2+1526497956.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0556,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female tail cuticle with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1411_4+1526498016.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0557,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1411_1+1526497932.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0558,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female midbody cuticle,Midbody,http://www.boldsystems.org/pics/CRICO/NID1411_5+1526498038.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0559,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1411_3+1526497988.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0560,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1413_2+1524161928.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0561,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1413_1+1524161886.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0562,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1413_3+1524161964.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0563,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1413_4+1524161996.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0564,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema thornei HG05,F,Adult,female head with lip region and stylet 1000X magnification,Head,http://www.boldsystems.org/pics/CRICO/NID1414_2+1467392982.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0565,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema thornei HG05,F,Adult,female entire body 400X magnification,Entire body,http://www.boldsystems.org/pics/CRICO/NID1414_1+1467392942.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0566,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema thornei HG05,F,Adult,female midbody cuticle 1000X magnification,Midbody,http://www.boldsystems.org/pics/CRICO/NID1414_3+1467393614.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0567,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema thornei HG05,F,Adult,female tail 1000X magnification,Tail,http://www.boldsystems.org/pics/CRICO/NID1414_4+1467393674.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0568,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1415_1+1524162708.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0569,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1415_3+1524163064.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0570,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1415_2+1524162884.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0571,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female tail cuticle with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1415_4+1524163184.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0572,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconema,Criconema permistum,F,Adult,Female posterior cuticle,Tail,http://www.boldsystems.org/pics/CRICO/NID1419_2+1524163736.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0573,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconema,Criconema permistum,F,Adult,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1419_1+1524163696.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0574,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema inaratum,Some,Juvenile,Juvenile entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1422_1+1524163904.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0575,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema inaratum,Some,Juvenile,Juvenile tail,Tail,http://www.boldsystems.org/pics/CRICO/NID1422_3+1524164010.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0576,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema inaratum,Some,Juvenile,Juvenile head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1422_2+1524163928.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0577,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema inaratum,Some,Juvenile,Juvenile entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1424_1+1524165512.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0578,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema inaratum,Some,Juvenile,Juvenile tail,Tail,http://www.boldsystems.org/pics/CRICO/NID1424_3+1524165624.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0579,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema inaratum,Some,Juvenile,Juvenile head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1424_2+1524165582.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0580,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma murrayi,F,Adult,Female midbody cuticle with scales,Midbody,http://www.boldsystems.org/pics/CRICO/NID1425_5+1524166226.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0581,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma murrayi,F,Adult,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1425_4+1524166202.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0582,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma murrayi,F,Adult,Female entire body cuticle,Entire body,http://www.boldsystems.org/pics/CRICO/NID1425_2+1524166150.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0583,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma murrayi,F,Adult,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1425_1+1524166118.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0584,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma murrayi,F,Adult,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1425_3+1524166180.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0585,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma murrayi,F,Adult,Female midbody cuticle with scales,Midbody,http://www.boldsystems.org/pics/CRICO/NID1425_6+1524166254.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0586,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG24,F,Adult,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1427_1+1524166560.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0587,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG24,F,Adult,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1427_2+1524166592.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0588,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG24,F,Adult,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1428_3+1524166986.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0589,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG24,F,Adult,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1428_1+1524166930.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0590,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG24,F,Adult,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1428_2+1524166956.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0591,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1429_2+1524167680.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0592,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1429_1+1524167576.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0593,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1429_3+1524167766.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0594,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1430_2+1524168112.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0595,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1430_1+1524168080.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0596,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,F,Adult,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1430_3+1524168140.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0597,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,Some,Juvenile,Juvenile head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1433_2+1524168660.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0598,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,Some,Juvenile,Juvenile entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1433_1+1524168482.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0599,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,Some,Juvenile,Juvenile tail cuticle with crenations,Tail,http://www.boldsystems.org/pics/CRICO/NID1433_3+1524168688.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0600,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,Some,Juvenile,Juvenile tail,Tail,http://www.boldsystems.org/pics/CRICO/NID1434_3+1524169088.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0601,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,Some,Juvenile,Juvenile entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1434_1+1524168944.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0602,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema nebraskense,Some,Juvenile,Juvenile head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1434_2+1524169022.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0603,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconema,Criconema permistum,F,Adult,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1447_2+1526498492.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0604,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconema,Criconema permistum,F,Adult,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1447_1+1526498460.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0605,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconema,Criconema permistum,F,Adult,Female midbody cuticle,Midbody,http://www.boldsystems.org/pics/CRICO/NID1447_4+1526498544.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0606,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconema,Criconema permistum,F,Adult,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1447_3+1526498518.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0607,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema xenoplax Singleton F,F,Adult,Female midbody cuticle,Midbody,http://www.boldsystems.org/pics/CRICO/NID1451_2+1524253312.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0608,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema xenoplax Singleton F,F,Adult,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1451_1+1524253244.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0609,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconema,Criconema permistum,F,Adult,Female midbody cuticle,Midbody,http://www.boldsystems.org/pics/CRICO/NID1452_5+1526499104.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0610,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconema,Criconema permistum,F,Adult,Female posterior cuticle with anastomosis,Tail,http://www.boldsystems.org/pics/CRICO/NID1452_6+1526499130.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0611,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconema,Criconema permistum,F,Adult,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1452_1+1526498796.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0612,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconema,Criconema permistum,F,Adult,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1452_2+1526498862.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0613,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconema,Criconema permistum,F,Adult,"Female vulva, spermatheca",Tail,http://www.boldsystems.org/pics/CRICO/NID1452_4+1526499034.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0614,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconema,Criconema permistum,F,Adult,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1452_3+1526498930.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0615,Some,Nematoda,Chromadorea,Tylenchida,Paratylenchidae,Gracilacus,Gracilacus capitatus Singleton I,F,Adult,Female posterior with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1453_3+1526499746.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0616,Some,Nematoda,Chromadorea,Tylenchida,Paratylenchidae,Gracilacus,Gracilacus capitatus Singleton I,F,Adult,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1453_1+1526499678.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0617,Some,Nematoda,Chromadorea,Tylenchida,Paratylenchidae,Gracilacus,Gracilacus capitatus Singleton I,F,Adult,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1453_2+1526499710.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0618,Some,Nematoda,Chromadorea,Tylenchida,Paratylenchidae,Gracilacus,Gracilacus capitatus Singleton I,F,Adult,Female posterior with LVM,Tail,http://www.boldsystems.org/pics/CRICO/NID1453_4+1526499774.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0619,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconemoides,Criconemoides sphaerocephalum,F,Adult,Female midbody cuticle,Midbody,http://www.boldsystems.org/pics/CRICO/NID1454_4+1524254154.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0620,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconemoides,Criconemoides sphaerocephalum,F,Adult,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1454_1+1524253750.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0621,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconemoides,Criconemoides sphaerocephalum,F,Adult,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1454_2+1524253994.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0622,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconemoides,Criconemoides sphaerocephalum,F,Adult,Female posterior with reproductive tract,Tail,http://www.boldsystems.org/pics/CRICO/NID1454_3+1524254074.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0623,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconemoides,Criconemoides sphaerocephalum,F,Adult,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1455_1+1524254366.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0624,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconemoides,Criconemoides sphaerocephalum,F,Adult,Female midbody cuticle,Midbody,http://www.boldsystems.org/pics/CRICO/NID1455_4+1524254626.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0625,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconemoides,Criconemoides sphaerocephalum,F,Adult,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1455_2+1524254458.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0626,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconemoides,Criconemoides sphaerocephalum,F,Adult,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1455_3+1524254544.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0627,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Bakernema,Bakernema inaequale,F,Adult,Female entire body,Entire body,http://www.boldsystems.org/pics/CRICO/NID1460_1+1526500012.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0628,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Bakernema,Bakernema inaequale,F,Adult,Female midbody cuticle and membranes,Midbody,http://www.boldsystems.org/pics/CRICO/NID1460_5+1526500142.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0629,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Bakernema,Bakernema inaequale,F,Adult,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1460_2+1526500048.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0630,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Bakernema,Bakernema inaequale,F,Adult,Female midbody cuticle,Midbody,http://www.boldsystems.org/pics/CRICO/NID1460_4+1526500106.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0631,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Bakernema,Bakernema inaequale,F,Adult,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID1460_3+1526500076.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0632,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG01,F,Adult,female midbody cuticle 1000X magnification,Midbody,http://www.boldsystems.org/pics/CRICO/NID1462_3+1466628266.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0633,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG01,F,Adult,female tail cuticle 1000X magnification,Tail,http://www.boldsystems.org/pics/CRICO/NID1462_5+1466628418.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0634,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG01,F,Adult,female entire body 400X magnification,Entire body,http://www.boldsystems.org/pics/CRICO/NID1462_1+1466628154.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0635,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG01,F,Adult,female head with lip region and stylet 1000X magnification,Head,http://www.boldsystems.org/pics/CRICO/NID1462_2+1466628210.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0636,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG01,F,Adult,female tail and vulva 1000X magnification,Tail,http://www.boldsystems.org/pics/CRICO/NID1462_4+1466628348.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
ImgIndex_0637,Some,Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema menzeli Denmark,F,Adult,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID1464_3+1526500472.jpg,University of Nebraska,Tom Powers,http://boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=19
